Timestamp,A0_Raw,A1_Raw,A2_Raw,Motor_State
2026-08-23 07:48:45.677111,6452,3662,3112,0
2026-08-23 07:48:45.677131,6504,4150,3381,0
2026-08-23 07:48:45.677151,6539,4465,3362,0
2026-08-23 07:48:45.677171,6524,4728,3380,0
2026-08-23 07:48:45.677191,6529,4956,3376,0
2026-08-23 07:48:45.677211,6397,4767,0,0
2026-08-23 07:48:45.677231,6390,5064,3650,0
2026-08-23 07:48:45.677251,6535,5179,3773,0
2026-08-23 07:48:45.677271,6562,5239,3761,0
2026-08-23 07:48:45.677291,6562,5285,3780,0
2026-08-23 07:48:45.677311,6557,5308,3800,0
2026-08-23 07:48:45.677331,6561,5334,3758,0
2026-08-23 07:48:45.677351,6560,5383,3779,0
2026-08-23 07:48:45.677371,6551,5379,3774,0
2026-08-23 07:48:45.677391,6552,5397,3773,0
2026-08-23 07:48:45.677411,6558,5369,3777,0
2026-08-23 07:48:45.677431,6556,5382,3765,0
2026-08-23 07:48:45.677451,6553,5393,3762,0
2026-08-23 07:48:45.677471,6553,5430,3747,0
2026-08-23 07:48:45.677491,6547,5438,3782,0
2026-08-23 07:48:45.677511,6552,5433,3777,0
2026-08-23 07:48:45.677531,6585,5424,3771,0
2026-08-23 07:48:45.677551,6556,5400,3773,0
2026-08-23 07:48:45.677571,6557,5396,3777,0
2026-08-23 07:48:45.677591,6553,5428,3776,0
2026-08-23 07:48:45.677611,6557,5420,3806,0
2026-08-23 07:48:45.677631,6548,5420,3765,0
2026-08-23 07:48:45.677651,6565,5400,3772,0
2026-08-23 07:48:45.677671,6554,5415,3770,0
2026-08-23 07:48:45.677691,6551,5407,3775,0
2026-08-23 07:48:45.677711,6556,5406,3768,0
2026-08-23 07:48:45.677731,6552,5394,3767,0
2026-08-23 07:48:45.677751,6558,5407,3781,0
2026-08-23 07:48:45.677771,6557,5402,3763,0
2026-08-23 07:48:45.677791,6564,5494,3768,0
2026-08-23 07:48:45.677811,6561,5441,3770,0
2026-08-23 07:48:45.677831,6554,5404,3753,0
2026-08-23 07:48:45.677851,6556,5445,3612,0
2026-08-23 07:48:45.677871,6545,5436,3733,0
2026-08-23 07:48:45.677891,6544,5401,3753,0
2026-08-23 07:48:45.677911,6494,5409,3759,0
2026-08-23 07:48:45.677931,6552,5385,3766,0
2026-08-23 07:48:45.677951,6555,5410,3753,0
2026-08-23 07:48:45.677971,6552,5414,3764,0
2026-08-23 07:48:45.677991,6552,5448,3774,0
2026-08-23 07:48:45.678011,6562,5409,3773,0
2026-08-23 07:48:45.678031,6561,5400,3764,0
2026-08-23 07:48:45.678051,6553,5391,3767,0
2026-08-23 07:48:45.678071,6551,5431,3761,0
2026-08-23 07:48:45.678091,6556,5408,3767,0
2026-08-23 07:48:45.678111,6557,5411,3765,0
2026-08-23 07:48:45.678131,6558,5402,3771,0
2026-08-23 07:48:45.678151,6548,5447,3768,0
2026-08-23 07:48:45.678171,6552,5436,3764,0
2026-08-23 07:48:45.678191,6551,5440,3772,0
2026-08-23 07:48:45.678211,6569,5398,3754,0
2026-08-23 07:48:45.678231,6545,5405,3761,0
2026-08-23 07:48:45.678251,6556,5439,3774,0
2026-08-23 07:48:45.678271,6550,5436,3848,0
2026-08-23 07:48:45.678291,6553,5394,3769,0
2026-08-23 07:48:45.678311,6550,5433,3757,0
2026-08-23 07:48:45.678331,6555,5438,3767,0
2026-08-23 07:48:45.678351,6480,5404,3782,0
2026-08-23 07:48:45.678371,6559,5399,3774,0
2026-08-23 07:48:45.678391,6552,5432,3766,0
2026-08-23 07:48:45.678411,6545,5439,3759,0
2026-08-23 07:48:45.678431,6555,5434,3771,0
2026-08-23 07:48:45.678451,6550,5402,3766,0
2026-08-23 07:48:45.678471,6555,5429,3758,0
2026-08-23 07:48:45.678491,6561,5406,3548,0
2026-08-23 07:48:45.678511,6557,5409,3755,0
2026-08-23 07:48:45.678531,6550,5411,3750,0
2026-08-23 07:48:45.678551,6555,5442,3759,0
2026-08-23 07:48:45.678571,6550,5406,3760,0
2026-08-23 07:48:45.678591,6558,5409,3779,0
2026-08-23 07:48:45.678611,6542,5410,3769,0
2026-08-23 07:48:45.678631,6567,5410,3761,0
2026-08-23 07:48:45.678651,6565,5417,3758,0
2026-08-23 07:48:45.678671,6554,5416,3736,0
2026-08-23 07:48:45.678691,6552,5445,3761,0
2026-08-23 07:48:45.678711,6640,5448,3766,0
2026-08-23 07:48:45.678731,6550,5424,3753,0
2026-08-23 07:48:45.678751,6545,5443,3756,0
2026-08-23 07:48:45.678771,6554,5387,3765,0
2026-08-23 07:48:45.678791,6555,5409,3770,0
2026-08-23 07:48:45.678811,6559,5434,3753,0
2026-08-23 07:48:45.678831,6543,5397,3758,0
2026-08-23 07:48:45.678851,6549,5401,3752,0
2026-08-23 07:48:45.678871,6552,5402,3753,0
2026-08-23 07:48:45.678891,6546,5421,3766,0
2026-08-23 07:48:45.678911,6551,5449,3757,0
2026-08-23 07:48:45.678931,6558,5445,3756,0
2026-08-23 07:48:45.678951,6559,5408,3694,0
2026-08-23 07:48:45.678971,6676,5407,3759,0
2026-08-23 07:48:45.678991,6554,5438,3754,0
2026-08-23 07:48:45.679011,6557,5407,3757,0
2026-08-23 07:48:45.679031,6553,5435,3766,0
2026-08-23 07:48:45.679051,6555,5394,3785,0
2026-08-23 07:48:45.679071,6556,5437,3764,0
2026-08-23 07:48:45.679091,6562,5394,3775,0
2026-08-23 07:48:45.679111,6553,5422,3760,0
2026-08-23 07:48:45.679131,6550,5433,3774,0
2026-08-23 07:48:45.679151,6534,5427,3754,0
2026-08-23 07:48:45.679171,6563,5403,3767,0
2026-08-23 07:48:45.679191,6560,5403,3763,0
2026-08-23 07:48:45.679211,6552,5438,3771,0
2026-08-23 07:48:45.679231,6557,5403,3760,0
2026-08-23 07:48:45.679251,6553,5434,3753,0
2026-08-23 07:48:45.679271,6558,5410,3763,0
2026-08-23 07:48:45.679291,6611,5448,3751,0
2026-08-23 07:48:45.679311,6553,5442,3765,0
2026-08-23 07:48:45.679331,6552,5400,3758,0
2026-08-23 07:48:45.679351,6567,5409,3760,0
2026-08-23 07:48:45.679371,6552,5442,3758,0
2026-08-23 07:48:45.679391,6563,5385,3763,0
2026-08-23 07:48:45.679411,6552,5425,3752,0
2026-08-23 07:48:45.679431,6557,5400,3758,0
2026-08-23 07:48:45.679451,6552,5430,3758,0
2026-08-23 07:48:45.679471,6547,5404,3761,0
2026-08-23 07:48:45.679491,6556,5434,3752,0
2026-08-23 07:48:45.679511,6565,5431,3736,0
2026-08-23 07:48:45.679531,6549,5438,3439,0
2026-08-23 07:48:45.679551,6554,5401,3754,0
2026-08-23 07:48:45.679571,6552,5447,3762,0
2026-08-23 07:48:45.679591,6547,5406,3760,0
2026-08-23 07:48:45.679611,6553,5416,3797,0
2026-08-23 07:48:45.679631,6556,5408,3754,0
2026-08-23 07:48:45.679651,6547,5439,3758,0
2026-08-23 07:48:45.679671,6552,5409,3761,0
2026-08-23 07:48:45.679691,6552,5417,3758,0
2026-08-23 07:48:45.679711,6480,5407,3750,0
2026-08-23 07:48:45.679731,6544,5412,3633,0
2026-08-23 07:48:45.679751,6556,5434,3752,0
2026-08-23 07:48:45.679771,6565,5442,3753,0
2026-08-23 07:48:45.679791,6560,5427,3774,0
2026-08-23 07:48:45.679811,6588,5412,3762,0
2026-08-23 07:48:45.679831,6547,5403,3761,0
2026-08-23 07:48:45.679851,6561,5436,3757,0
2026-08-23 07:48:45.679871,6542,5402,3749,0
2026-08-23 07:48:45.679891,6632,5406,3755,0
