Timestamp,A0_Raw,A1_Raw,A2_Raw,Motor_State
2026-08-23 07:12:19.607163,500,2414,3017,0
2026-08-23 07:12:19.607183,663,2312,3290,0
2026-08-23 07:12:19.607203,688,2240,3292,0
2026-08-23 07:12:19.607223,683,2164,3270,0
2026-08-23 07:12:19.607243,682,2102,3286,0
2026-08-23 07:12:19.607263,683,2115,3290,0
2026-08-23 07:12:19.607283,563,2120,3480,0
2026-08-23 07:12:19.607303,713,2112,3672,0
2026-08-23 07:12:19.607323,720,2075,3654,0
2026-08-23 07:12:19.607343,711,2074,3660,0
2026-08-23 07:12:19.607363,716,2098,3675,0
2026-08-23 07:12:19.607383,717,2097,3664,0
2026-08-23 07:12:19.607403,722,2102,3638,0
2026-08-23 07:12:19.607423,718,2064,3661,0
2026-08-23 07:12:19.607443,716,2100,3641,0
2026-08-23 07:12:19.607463,717,2075,3636,0
2026-08-23 07:12:19.607483,717,2036,3627,0
2026-08-23 07:12:19.607503,709,2092,3570,0
2026-08-23 07:12:19.607523,697,2092,3536,0
2026-08-23 07:12:19.607543,705,2057,3461,0
2026-08-23 07:12:19.607563,701,2085,3378,0
2026-08-23 07:12:19.607583,679,2025,3290,0
2026-08-23 07:12:19.607603,686,2066,3170,0
2026-08-23 07:12:19.607623,686,2056,3390,0
2026-08-23 07:12:19.607643,539,1984,2975,0
2026-08-23 07:12:19.607663,653,2007,3052,0
2026-08-23 07:12:19.607683,660,2028,2875,0
2026-08-23 07:12:19.607703,641,1984,2781,0
2026-08-23 07:12:19.607723,641,2028,2880,0
2026-08-23 07:12:19.607743,655,1936,673,0
2026-08-23 07:12:19.607763,501,2007,3212,0
2026-08-23 07:12:19.607783,666,2004,3025,0
2026-08-23 07:12:19.607803,650,2023,3014,0
2026-08-23 07:12:19.607823,666,2026,3409,0
2026-08-23 07:12:19.607843,539,2022,2854,0
2026-08-23 07:12:19.607863,633,1969,2599,0
2026-08-23 07:12:19.607883,620,2018,2713,0
2026-08-23 07:12:19.607903,494,1964,2226,0
2026-08-23 07:12:19.607923,590,2028,2944,0
2026-08-23 07:12:19.607943,637,2016,2844,0
2026-08-23 07:12:19.607963,476,1862,558,0
2026-08-23 07:12:19.607983,489,1988,2697,0
2026-08-23 07:12:19.608003,608,1969,2459,0
2026-08-23 07:12:19.608023,618,2034,2981,0
2026-08-23 07:12:19.608043,551,1990,2830,0
2026-08-23 07:12:19.608063,641,2012,2754,0
2026-08-23 07:12:19.608083,385,1747,0,0
2026-08-23 07:12:19.608103,484,1971,2520,0
2026-08-23 07:12:19.608123,605,1995,2446,0
2026-08-23 07:12:19.608143,487,1911,1830,0
2026-08-23 07:12:19.608163,573,1977,2706,0
2026-08-23 07:12:19.608183,631,2021,2855,0
2026-08-23 07:12:19.608203,532,1965,2668,0
2026-08-23 07:12:19.608223,612,1984,2328,0
2026-08-23 07:12:19.608243,611,2064,2901,0
2026-08-23 07:12:19.608263,540,2008,2682,0
2026-08-23 07:12:19.608283,626,1990,2675,0
2026-08-23 07:12:19.608303,428,1965,2059,0
2026-08-23 07:12:19.608323,573,1981,2285,0
2026-08-23 07:12:19.608343,605,1986,2915,0
2026-08-23 07:12:19.608363,556,2002,2713,0
2026-08-23 07:12:19.608383,632,1976,2637,0
2026-08-23 07:12:19.608403,495,1953,2416,0
2026-08-23 07:12:19.608423,587,1993,2265,0
2026-08-23 07:12:19.608443,602,2023,2829,0
2026-08-23 07:12:19.608463,532,2013,2604,0
2026-08-23 07:12:19.608483,619,2000,2667,0
2026-08-23 07:12:19.608503,536,1974,2341,0
2026-08-23 07:12:19.608523,597,1970,2209,0
2026-08-23 07:12:19.608543,451,1851,651,0
2026-08-23 07:12:19.608563,488,2005,2529,0
2026-08-23 07:12:19.608583,611,2062,2950,0
2026-08-23 07:12:19.608603,535,2002,2431,0
2026-08-23 07:12:19.608623,648,2002,2350,0
2026-08-23 07:12:19.608643,499,1944,2146,0
2026-08-23 07:12:19.608663,582,2007,2457,0
2026-08-23 07:12:19.608683,447,1874,1063,0
2026-08-23 07:12:19.608703,493,1977,2202,0
2026-08-23 07:12:19.608723,602,2002,2834,0
2026-08-23 07:12:19.608743,536,2017,2580,0
2026-08-23 07:12:19.608763,618,2035,2758,0
2026-08-23 07:12:19.608783,535,2005,2481,0
2026-08-23 07:12:19.608803,604,1980,2247,0
2026-08-23 07:12:19.608823,477,1918,1708,0
2026-08-23 07:12:19.608843,553,2020,2439,0
2026-08-23 07:12:19.608863,429,1824,169,0
2026-08-23 07:12:19.608883,487,1961,2192,0
2026-08-23 07:12:19.608903,598,1992,2745,0
2026-08-23 07:12:19.608923,536,2027,2534,0
2026-08-23 07:12:19.608943,620,1972,2723,0
2026-08-23 07:12:19.608963,534,2014,2497,0
2026-08-23 07:12:19.608983,603,1955,2250,0
2026-08-23 07:12:19.609003,460,1945,1575,0
2026-08-23 07:12:19.609023,544,1974,2419,0
2026-08-23 07:12:19.609043,410,1818,0,0
2026-08-23 07:12:19.609063,468,1962,2204,0
2026-08-23 07:12:19.609083,580,1997,2680,0
2026-08-23 07:12:19.609103,538,2022,2627,0
2026-08-23 07:12:19.609123,610,1978,2634,0
2026-08-23 07:12:19.609143,530,1964,2526,0
2026-08-23 07:12:19.609163,598,1987,2214,0
2026-08-23 07:12:19.609183,429,1813,167,0
2026-08-23 07:12:19.609203,494,2012,2479,0
2026-08-23 07:12:19.609223,629,2062,3059,0
