Timestamp,A0_Raw,A1_Raw,A2_Raw,Motor_State
2026-08-23 09:54:59.953659,6295,3650,3320,0
2026-08-23 09:54:59.953678,6430,4113,3808,0
2026-08-23 09:54:59.953698,6447,4449,3818,0
2026-08-23 09:54:59.953718,6456,4761,3808,0
2026-08-23 09:54:59.953738,6149,4344,0,0
2026-08-23 09:54:59.953758,6283,4796,3373,0
2026-08-23 09:54:59.953779,6398,4942,3427,0
2026-08-23 09:54:59.953799,6420,5079,3436,0
2026-08-23 09:54:59.953819,6416,5161,3414,0
2026-08-23 09:54:59.953839,6411,5218,3445,0
2026-08-23 09:54:59.953858,6408,5251,3429,0
2026-08-23 09:54:59.953878,6409,5270,3423,0
2026-08-23 09:54:59.953898,6406,5300,3409,0
2026-08-23 09:54:59.953918,6404,5316,3390,0
2026-08-23 09:54:59.953938,6406,5287,3362,0
2026-08-23 09:54:59.953959,6402,5311,3418,0
2026-08-23 09:54:59.953979,6396,5301,3299,0
2026-08-23 09:54:59.953999,6400,5293,3203,0
2026-08-23 09:54:59.954018,6387,5298,3117,0
2026-08-23 09:54:59.954038,6382,5307,3094,0
2026-08-23 09:54:59.954058,6363,5322,3148,0
2026-08-23 09:54:59.954078,6405,5372,3324,0
2026-08-23 09:54:59.954098,6275,5305,3459,0
2026-08-23 09:54:59.954118,6422,5323,3473,0
2026-08-23 09:54:59.954139,6377,5340,3320,0
2026-08-23 09:54:59.954159,6401,5318,3273,0
2026-08-23 09:54:59.954179,6377,5353,3454,0
2026-08-23 09:54:59.954198,6246,5244,2704,0
2026-08-23 09:54:59.954218,6324,5263,3105,0
2026-08-23 09:54:59.954238,6358,5270,2879,0
2026-08-23 09:54:59.954258,6339,5292,2866,0
2026-08-23 09:54:59.954278,6356,5283,3136,0
2026-08-23 09:54:59.954298,6211,5243,2617,0
2026-08-23 09:54:59.954319,6385,5290,3224,0
2026-08-23 09:54:59.954339,6315,5309,3113,0
2026-08-23 09:54:59.954359,6393,5336,3327,0
2026-08-23 09:54:59.954378,6202,5212,2420,0
2026-08-23 09:54:59.954398,6333,5295,2833,0
2026-08-23 09:54:59.954418,6317,5277,2739,0
2026-08-23 09:54:59.954438,6226,5273,2814,0
2026-08-23 09:54:59.954458,6373,5285,3025,0
2026-08-23 09:54:59.954479,6293,5309,3084,0
2026-08-23 09:54:59.954499,6287,5266,3081,0
2026-08-23 09:54:59.954519,6210,5105,656,0
2026-08-23 09:54:59.954539,6203,5264,2886,0
2026-08-23 09:54:59.954558,6335,5290,2681,0
2026-08-23 09:54:59.954578,6355,5317,2965,0
2026-08-23 09:54:59.954598,6183,5216,2429,0
2026-08-23 09:54:59.954618,6331,5274,2994,0
2026-08-23 09:54:59.954638,6280,5275,3030,0
2026-08-23 09:54:59.954659,6187,5133,387,0
2026-08-23 09:54:59.954679,6247,5252,2665,0
2026-08-23 09:54:59.954699,6262,5281,2655,0
2026-08-23 09:54:59.954719,6219,5272,2404,0
2026-08-23 09:54:59.954738,6399,5311,3094,0
2026-08-23 09:54:59.954758,6228,5244,2918,0
2026-08-23 09:54:59.954778,6311,5307,3342,0
2026-08-23 09:54:59.954798,6235,5239,2829,0
2026-08-23 09:54:59.954818,6300,5233,2573,0
2026-08-23 09:54:59.954839,6301,5260,2905,0
