group_id,label,severity,piezo_ch1_band00,piezo_ch1_band01,piezo_ch1_band02,piezo_ch1_band03,piezo_ch1_band04,piezo_ch1_band05,piezo_ch1_band06,piezo_ch1_band07,piezo_ch1_band08,piezo_ch1_band09,piezo_ch1_band10,piezo_ch1_band11,piezo_ch1_band12,piezo_ch1_band13,piezo_ch1_band14,piezo_ch1_band15,piezo_ch1_band16,piezo_ch1_band17,piezo_ch1_band18,piezo_ch1_band19,piezo_ch2_band00,piezo_ch2_band01,piezo_ch2_band02,piezo_ch2_band03,piezo_ch2_band04,piezo_ch2_band05,piezo_ch2_band06,piezo_ch2_band07,piezo_ch2_band08,piezo_ch2_band09,piezo_ch2_band10,piezo_ch2_band11,piezo_ch2_band12,piezo_ch2_band13,piezo_ch2_band14,piezo_ch2_band15,piezo_ch2_band16,piezo_ch2_band17,piezo_ch2_band18,piezo_ch2_band19,piezo_ch3_band00,piezo_ch3_band01,piezo_ch3_band02,piezo_ch3_band03,piezo_ch3_band04,piezo_ch3_band05,piezo_ch3_band06,piezo_ch3_band07,piezo_ch3_band08,piezo_ch3_band09,piezo_ch3_band10,piezo_ch3_band11,piezo_ch3_band12,piezo_ch3_band13,piezo_ch3_band14,piezo_ch3_band15,piezo_ch3_band16,piezo_ch3_band17,piezo_ch3_band18,piezo_ch3_band19
Piezo_partial_cavitation_motor100_base,partial_cavitation,motor_100,274699912.5,355171158.4,647152315.4,376225443.2,310064658.1,492356163.3,451550517.1,554712559.1,327733565.7,222545580,203748503.2,288605848.2,774544048.4,299046356.7,295585187.3,579610256,990394077,1934602953,4472481143,1396046509,323343223.6,424941420.6,752491230.8,423270739.7,464379216.1,905948964.5,725495106.9,687505052.7,573550617.4,425555783.5,397804030.7,491327304.1,678416357,296206490.1,342369118,470415191.2,602044173.2,910733720,1864037871,639249704.3,43800146681,49382762559,1.14694E+11,55624176607,82773011769,93239999524,87033062373,1.051E+11,93769346635,65459276046,62794614230,79000274578,92754088000,41890449358,43729935442,53618576259,90849935793,1.19281E+11,1.87921E+11,89783499920
Piezo_partial_cavitation_motor100_base,partial_cavitation,motor_100,413448623.6,242431372.4,462513400.2,303749718.6,272254692.3,418801850.9,515029981.2,367154530.7,377674278.4,205424736.7,211773314.8,334170062,819773203.3,519182233.7,270275721.9,642398719.4,877149930,2055969106,3268847849,1874588939,459991576.3,283319970.5,606135393.6,463956784.8,418522819.3,746932456,870360499.6,684995888.1,735398624.3,299308358.1,462415515.7,560159813.8,761480086.8,508217154.6,319166335.2,460543085.2,482564309.8,987659899.3,1580272785,805763955.1,61160903919,40172154761,93690625736,60906315463,68455938561,1.09594E+11,1.00003E+11,1.0445E+11,1.16185E+11,52020606994,68351901253,67711836572,85896031335,58701269898,35515580633,55589748059,54273714776,1.27502E+11,1.87078E+11,79476644122
Piezo_partial_cavitation_motor100_base,partial_cavitation,motor_100,363736894.9,506860715.4,537271250,271480392.3,209797955.2,496306887.3,312352295.5,331646101.6,446560468.4,580276122.6,190162885.3,219799203.4,521218949.2,189899728.9,513261158.9,578347395,2381084862,3557563506,2057207121,949326024.3,500474401.4,590726108.7,637674847.2,389316132.3,387322982.9,783006480.6,540325151,493906706,976692470.2,1090267696,392774225.3,346296431.3,668630825.4,312180632.2,384225896.8,371936379.6,1224407604,1428419425,995389847.1,582291471.7,50387870611,90051219882,89185262406,49364496284,49922240436,85056741919,78901697786,78499179763,1.54491E+11,1.86779E+11,56941205687,38293343537,58690058910,26572764873,40815476700,62063615579,1.52143E+11,1.80696E+11,1.16171E+11,63112710442
Piezo_partial_cavitation_motor100_base,partial_cavitation,motor_100,391111847.1,286852602.6,522949895.3,273439563.6,220056296.2,371954522.3,405557391.3,417239361.3,568684663.7,413342733.6,169081781.1,211765055.5,389668543,306461433.6,251669378.7,412155118.9,652956294.8,5942781163,2283016796,819746362.5,574269592.3,378804624.6,648858856.5,421422546.7,256767627.2,794197099.3,610294933.7,702858400.7,1435697156,565454333.8,220654995.2,352832667.3,493993728,289295930,297456065.4,348620633.9,408221349.7,2014003003,953876556.1,535454130,62040119010,46420835641,84709981768,51131627046,41127732574,1.0312E+11,78999213247,98721938159,2.55172E+11,92118538016,37980934894,50947511132,49079598958,40047451766,35392667665,48214982210,66137715155,2.86892E+11,1.21621E+11,64115021583
Piezo_partial_cavitation_motor100_base,partial_cavitation,motor_100,328022678.2,252814169.5,412955709.8,235151557.8,384440513.2,547241038.5,335704316.9,503854949.7,320078424.5,201868833.4,232989584,319925106.4,644976315.4,329239156,288411822.1,811799803.3,800613004.9,2125809789,3634972186,1563872924,362148485,441497926.9,627203433.8,286249504,581124805.2,773081625.2,720220843.6,742357077.2,680683887.5,389747696.8,452231000.7,579482332.1,604536039.9,393125849.4,296790218.2,459340385,468907383.4,812631173.7,1552717498,807065781.7,52341805186,45482859649,81736101435,40351907993,90809385887,1.0759E+11,1.18462E+11,1.28252E+11,99010714839,52371920430,61266146928,69307396365,62763694323,42862609695,30489843045,65475086267,58926506996,1.13354E+11,1.95485E+11,1.10184E+11
Piezo_partial_cavitation_motor100_base,partial_cavitation,motor_100,327171387.1,236824774.5,457516323.2,270524692.7,293295629.1,644141431.8,582419597.9,356810685.5,304824473.5,197165418.1,206810049.4,323477347,726224381.5,278453448,331837865.1,425137201,676668830.3,1579933351,4490097957,1421531628,406770106.1,304168577.8,624726606.3,403334009.7,610953271.7,1183524589,1009847594,556300589.7,518246947.3,404625399.9,460328393,427873713.1,860511510.2,328977721.6,258408835.2,295670783.6,466635286.4,650427433.3,1976336228,853997645.8,50992036191,46349764103,87723005863,47781685534,71049099230,1.58428E+11,1.25126E+11,79682142673,87889624661,52856749232,58304431244,66927403135,76783011740,47655594741,32123355531,36877854915,52957506124,96997209825,2.59452E+11,1.13059E+11
Piezo_partial_cavitation_motor100_base,partial_cavitation,motor_100,407124249.7,419162993.4,435562406.2,254585916.1,347742510.9,367554343.5,515104754,320112699.5,331475333.7,298038637.7,193568042,321501252.4,564313539.5,278993324.5,359592515,487890299.2,1032530362,2305151173,3381621583,1219341156,603591575.7,523293113.7,625271071.2,380632166.3,458083955.2,477356509.4,799516087.6,485520830.2,594744647.4,588135003.3,330422102.9,385988378.3,539542383.5,245273378.2,262367397.6,386278964.3,574665441.5,1035035100,1376215096,625359573.6,72194578179,59985693863,87513855070,42472831698,87404474024,71597493223,1.34357E+11,83277391024,1.01782E+11,85708661496,49418422422,60716845113,40007969101,30989477430,34842264336,42673958639,78304707062,1.46082E+11,1.86115E+11,80497661029
Piezo_partial_cavitation_motor100_base,partial_cavitation,motor_100,371122496.8,220880109.4,254627296.6,323096311.6,293399987,400872034.9,680132604.9,487842239.6,147501179.2,177997847.5,183613423.8,169200069.4,308971271.4,198545254.6,251990324.6,374600896.4,305713977.7,1645590139,3581538017,785630750.7,370681723.9,256328601.4,352037931.3,355517412.9,404350054.6,669038264,1131041815,678804317.4,214786882.4,267263266.9,290851248.6,310575348.4,352345550.9,267908594.5,212441277.5,286387170.2,219101831.1,715812453.5,1274270178,477721001.6,60814736796,40943411460,53379605398,62363821640,65002350102,99308185047,1.96408E+11,1.37756E+11,28331975219,34701229779,42882923731,38240137484,33918769061,35070732328,30014582351,34183901809,30469167583,93280049237,1.81308E+11,52940548654
Piezo_partial_cavitation_motor100_base,partial_cavitation,motor_100,196056731.6,258392906,185595208.3,333867134.2,263284040.6,448929769.8,571461532.1,396751572.8,255231744.5,223116862.2,204198351.7,175277434,258808462.6,523469219.3,343301116.3,204739309.6,496764954.5,654800452.2,3936954556,1812690122,351098311.8,294607243.8,350787443,712216670,329186402.4,578465550.6,1012923821,588461754.6,383563631.5,371224487.7,201604647.3,282951077.2,289740180.1,253974916.4,250140215.4,196380298.9,305415143.2,350103274.2,1490456767,640510105,35501752272,40281103668,57899490831,1.03308E+11,47288860291,67023150748,1.67405E+11,1.04308E+11,55664213843,68526467971,39389332240,44172663342,24384685379,38995280794,32452344904,29843329263,37912237251,51901505241,1.89386E+11,99000268650
Piezo_partial_cavitation_motor100_base,partial_cavitation,motor_100,282200651.1,313229431.4,546929930.2,226651253.4,261358820.7,539420976.3,516177381,359749951.2,232090185.1,250177145.3,150562178,318694126.4,740992548.4,271594896,470481552.8,442068082.4,603856604.5,1808990444,4028842496,1326926639,356914539.5,426245116.2,761926600.4,244922262.6,357799742.7,812538630.4,841244494.5,424708226.9,487555310.5,443009576.1,324574765.4,463280189.7,720237987.5,246720347.3,350767769.9,308102144.9,400366294.1,691078534.5,1531990924,538287824.8,55466782869,59392125914,1.09889E+11,36822719019,59093038448,1.30381E+11,1.32024E+11,59098964151,84244686192,70774794683,42005869567,61670477962,70001117155,39373442056,45935086378,39614345729,68025947588,98272238134,2.13275E+11,81817078131
