time_s,raw_adc
10.6967,0
10.6967,0
10.6968,0
10.6968,5
10.6969,0
10.6969,0
10.6970,13
10.6970,5
10.6971,9
10.6971,8
10.6972,0
10.6972,2
10.6973,2
10.6973,3
10.6974,0
10.6974,13
10.6975,0
10.6976,0
10.6976,0
10.6977,8
10.6977,5
10.6978,0
10.6978,1
10.6979,0
10.6979,0
10.6980,0
10.6980,0
10.6981,0
10.6981,0
10.6982,8
10.6982,0
10.6983,0
10.6983,0
10.6984,9
10.6985,6
10.6985,4
10.6986,1
10.6986,0
10.6987,0
10.6987,3
10.6988,1
10.6988,0
10.6989,0
10.6989,0
10.6990,9
10.6990,11
10.6991,0
10.6991,1
10.6992,13
10.6992,2
10.6993,0
10.6994,0
10.6994,5
10.6995,2
10.6995,9
10.6996,1
10.6996,5
10.6997,2
10.6997,11
10.6998,0
10.6998,0
10.6999,0
10.6999,21
10.7000,0
10.7000,0
10.7001,7
10.7001,0
10.7002,12
10.7002,0
10.7003,0
10.7004,0
10.7004,11
10.7005,6
10.7005,3
10.7006,12
10.7006,5
10.7007,0
10.7007,14
10.7008,2
10.7008,1
10.7009,0
10.7009,0
10.7010,2
10.7010,4
10.7011,4
10.7011,0
10.7012,0
10.7013,7
10.7013,13
10.7014,8
10.7014,5
10.7015,0
10.7015,4
10.7016,4
10.7016,0
10.7017,9
10.7017,8
10.7018,0
10.7018,0
10.7019,0
10.7019,5
10.7020,0
10.7020,0
10.7021,0
10.7022,0
10.7022,7
10.7023,0
10.7023,0
10.7024,0
10.7024,0
10.7025,6
10.7025,0
10.7026,1
10.7026,0
10.7027,0
10.7027,0
10.7028,0
10.7028,0
10.7029,0
10.7029,0
10.7030,0
10.7031,0
10.7031,0
10.7032,0
10.7032,0
10.7033,10
10.7033,0
10.7034,3
10.7034,0
10.7035,0
10.7035,0
10.7036,10
10.7036,4
10.7037,0
10.7037,13
10.7038,9
10.7038,17
10.7039,0
10.7039,0
10.7040,4
10.7041,19
10.7041,0
10.7042,0
10.7042,12
10.7043,4
10.7043,12
10.7044,28
10.7044,5
10.7045,7
10.7045,13
10.7046,11
10.7046,11
10.7047,10
10.7047,8
10.7048,16
10.7048,1
10.7049,14
10.7050,8
10.7050,8
10.7051,6
10.7051,0
10.7052,17
10.7052,10
10.7053,15
10.7053,0
10.7054,0
10.7054,2
10.7055,10
10.7055,5
10.7056,21
10.7056,0
10.7057,41
10.7057,0
10.7058,0
10.7059,0
10.7059,0
10.7060,0
10.7060,10
10.7061,1
10.7061,0
10.7062,0
10.7062,6
10.7063,0
10.7063,0
10.7064,0
10.7064,0
10.7065,0
10.7065,0
10.7066,0
10.7066,0
10.7067,0
10.7068,0
10.7068,1
10.7069,0
10.7069,0
10.7070,362
10.7070,1069
10.7071,1502
10.7071,1816
10.7072,2078
10.7072,2258
10.7073,2423
10.7073,2572
10.7074,2689
10.7074,2748
10.7075,2812
10.7075,2877
10.7076,2901
10.7076,2933
10.7077,2959
10.7078,2994
10.7078,2996
10.7079,3031
10.7079,3030
10.7080,3053
10.7080,3056
10.7081,3046
10.7081,3060
10.7082,3043
10.7082,3061
10.7083,3048
10.7083,3057
10.7084,3051
10.7084,3052
10.7085,3084
10.7085,3050
10.7086,3054
10.7087,3059
10.7087,3092
10.7088,3083
10.7088,3104
10.7089,3089
10.7089,3108
10.7090,3090
10.7090,3105
10.7091,3087
10.7091,3086
10.7092,3083
10.7092,3085
10.7093,3099
10.7093,3100
10.7094,3060
10.7094,3083
10.7095,3098
10.7096,3083
10.7096,3093
10.7097,3084
10.7097,3086
10.7098,3107
10.7098,3099
10.7099,3098
10.7099,3096
10.7100,3112
10.7100,3102
10.7101,3082
10.7101,3097
10.7102,3083
10.7102,3085
10.7103,3102
10.7103,3083
10.7104,3096
10.7105,3094
10.7105,3082
10.7106,3084
10.7106,3101
10.7107,3093
10.7107,3113
10.7108,3102
10.7108,3105
10.7109,3105
10.7109,3102
10.7110,3111
10.7110,3108
10.7111,3100
10.7111,3089
10.7112,3101
10.7112,3082
10.7113,3098
10.7113,3094
10.7114,3062
10.7115,3083
10.7115,3094
10.7116,3060
10.7116,3101
10.7117,3106
10.7117,3091
10.7118,3093
10.7118,3108
10.7119,3109
10.7119,3081
10.7120,3086
10.7120,3052
10.7121,3058
10.7121,3084
10.7122,3045
10.7122,3048
10.7123,3060
10.7124,3079
10.7124,3052
10.7125,3059
10.7125,3083
10.7126,3088
10.7126,3082
10.7127,3099
10.7127,3087
10.7128,3105
10.7128,3083
10.7129,3082
10.7129,3086
10.7130,3094
10.7130,3049
10.7131,3048
10.7131,3084
10.7132,3048
10.7133,3059
10.7133,3046
10.7134,3046
10.7134,3050
10.7135,3051
10.7135,3057
10.7136,3096
10.7136,3087
10.7137,3105
10.7137,3102
10.7138,3083
10.7138,3083
10.7139,3060
10.7139,3084
10.7140,3086
10.7140,3048
10.7141,3083
10.7141,3048
10.7142,3083
10.7143,3048
10.7143,3059
10.7144,3054
10.7144,3048
10.7145,3086
10.7145,3057
10.7146,3093
10.7146,3096
10.7147,3101
10.7147,3088
10.7148,3052
10.7148,3051
10.7149,3084
10.7149,3083
10.7150,3044
10.7150,3039
10.7151,3045
10.7152,3046
10.7152,3048
10.7153,3043
10.7153,3057
10.7154,3060
10.7154,3048
10.7155,3050
10.7155,3088
10.7156,3079
10.7156,3099
10.7157,3089
10.7157,3056
10.7158,3052
10.7158,3084
10.7159,3058
10.7159,3042
10.7160,3042
10.7161,3054
10.7161,3054
10.7162,3038
10.7162,3057
10.7163,3055
10.7163,3042
10.7164,3055
10.7164,3084
10.7165,3057
10.7165,3090
10.7166,3079
10.7166,3097
10.7167,3091
10.7167,3085
10.7168,3082
10.7168,3057
10.7169,3048
10.7170,3081
10.7170,3046
10.7171,3082
10.7171,3060
10.7172,3061
10.7172,3046
10.7173,3047
10.7173,3047
10.7174,3088
10.7174,3059
10.7175,3080
10.7175,3083
10.7176,3098
10.7176,3088
10.7177,3089
10.7177,3087
10.7178,3085
10.7178,3046
10.7179,3085
10.7180,3081
10.7180,3057
10.7181,3058
10.7181,3042
10.7182,3058
10.7182,3043
10.7183,3083
10.7183,3053
10.7184,3078
10.7184,3082
10.7185,3099
10.7185,3097
10.7186,3096
10.7186,3057
10.7187,3052
10.7187,3058
10.7188,3057
10.7189,3045
10.7189,3080
10.7190,3053
10.7190,3054
10.7191,3040
10.7191,3056
10.7192,3041
10.7192,3046
10.7193,3049
10.7193,3086
10.7194,3088
10.7194,3088
10.7195,3057
10.7195,3087
10.7196,3092
10.7196,3082
10.7197,3057
10.7198,3054
10.7198,3041
10.7199,3039
10.7199,3041
10.7200,3057
10.7200,3049
10.7201,3043
10.7201,3055
10.7202,3056
10.7202,3056
10.7203,3085
10.7203,3056
10.7204,3092
10.7204,3095
10.7205,3083
10.7205,3088
10.7206,3083
10.7207,3058
10.7207,3058
10.7208,3059
10.7208,3045
10.7209,3046
10.7209,3057
10.7210,3057
10.7210,3047
10.7211,3058
10.7211,3059
10.7212,3086
10.7212,3088
10.7213,3094
10.7213,3095
10.7214,3083
10.7214,3102
10.7215,3093
10.7215,3053
10.7216,3056
10.7217,3049
10.7217,3049
10.7218,3053
10.7218,3086
10.7219,3053
10.7219,3048
10.7220,3050
10.7220,3052
10.7221,3085
10.7221,3087
10.7222,3056
10.7222,3084
10.7223,3103
10.7223,3106
10.7224,3096
10.7224,3079
10.7225,3089
10.7226,3084
10.7226,3084
10.7227,3084
10.7227,3087
10.7228,3081
10.7228,3047
10.7229,3045
10.7229,3081
10.7230,3046
10.7230,3054
10.7231,3083
10.7231,3083
10.7232,3057
10.7232,3059
10.7233,3080
10.7233,3096
10.7234,3055
10.7235,3051
10.7235,3049
10.7236,3047
10.7236,3086
10.7237,3082
10.7237,3058
10.7238,3043
10.7238,3056
10.7239,3043
10.7239,3054
10.7240,3046
10.7240,3047
10.7241,3085
10.7241,3053
10.7242,3058
10.7242,3081
10.7243,3093
10.7244,3052
10.7244,3049
10.7245,3047
10.7245,3060
10.7246,3046
10.7246,3046
10.7247,3080
10.7247,3054
10.7248,3039
10.7248,3055
10.7249,3041
10.7249,3053
10.7250,3042
10.7250,3046
10.7251,3085
10.7251,3084
10.7252,3086
10.7252,3060
10.7253,3053
10.7254,3080
10.7254,3048
10.7255,3047
10.7255,3081
10.7256,3048
10.7256,3080
10.7257,3045
10.7257,3046
10.7258,3057
10.7258,3046
10.7259,3048
10.7259,3082
10.7260,3051
10.7260,3089
10.7261,3090
10.7261,3056
10.7262,3060
10.7263,3081
10.7263,3087
10.7264,3050
10.7264,3079
10.7265,3058
10.7265,3058
10.7266,3057
10.7266,3042
10.7267,3056
10.7267,3045
10.7268,3060
10.7268,3054
10.7269,3041
10.7269,3046
10.7270,3053
10.7270,3087
10.7271,3053
10.7272,3057
10.7272,3057
10.7273,3053
10.7273,3086
10.7274,3089
10.7274,3047
10.7275,3083
10.7275,3081
10.7276,3048
10.7276,3086
10.7277,3062
10.7277,3047
10.7278,3083
10.7278,3080
10.7279,3052
10.7279,3053
10.7280,3090
10.7281,3089
10.7281,3060
10.7282,3095
10.7282,3053
10.7283,3083
10.7283,3051
10.7284,3050
10.7284,3084
10.7285,3050
10.7285,3061
10.7286,3057
10.7286,3081
10.7287,3080
10.7287,3057
10.7288,3055
10.7288,3044
10.7289,3083
10.7289,3051
10.7290,3053
10.7291,3055
10.7291,3057
10.7292,3091
10.7292,3055
10.7293,3052
10.7293,3052
10.7294,3088
10.7294,3053
10.7295,3084
10.7295,3051
10.7296,3050
10.7296,3083
10.7297,3049
10.7297,3049
10.7298,3086
10.7298,3049
10.7299,3053
10.7300,3057
10.7300,3090
10.7301,3051
10.7301,3051
10.7302,3086
10.7302,3060
10.7303,3041
10.7303,3060
10.7304,3057
10.7304,3055
10.7305,3039
10.7305,3053
10.7306,3038
10.7306,3052
10.7307,3052
10.7307,3038
10.7308,3057
10.7309,3046
10.7309,3082
10.7310,3048
10.7310,3085
10.7311,3084
10.7311,3046
10.7312,3059
10.7312,3057
10.7313,3042
10.7313,3059
10.7314,3054
10.7314,3041
10.7315,3057
10.7315,3041
10.7316,3059
10.7316,3050
10.7317,3056
10.7318,3060
10.7318,3081
10.7319,3084
10.7319,3084
10.7320,3053
10.7320,3085
10.7321,3082
10.7321,3059
10.7322,3048
10.7322,3048
10.7323,3047
10.7323,3084
10.7324,3080
10.7324,3048
10.7325,3080
10.7325,3047
10.7326,3046
10.7326,3048
10.7327,3053
10.7328,3088
10.7328,3059
10.7329,3093
10.7329,3093
10.7330,3053
10.7330,3091
10.7331,3083
10.7331,3082
10.7332,3082
10.7332,3057
10.7333,3047
10.7333,3047
10.7334,3082
10.7334,3082
10.7335,3046
10.7335,3049
10.7336,3083
10.7337,3086
10.7337,3082
10.7338,3088
10.7338,3088
10.7339,3088
10.7339,3053
10.7340,3054
10.7340,3049
10.7341,3047
10.7341,3051
10.7342,3051
10.7342,3086
10.7343,3084
10.7343,3050
10.7344,3049
10.7344,3085
10.7345,3046
10.7346,3048
10.7346,3084
10.7347,3085
10.7347,3052
10.7348,3089
10.7348,3089
10.7349,3054
10.7349,3092
10.7350,3084
10.7350,3084
10.7351,3046
10.7351,3049
10.7352,3084
10.7352,3082
10.7353,3052
10.7353,3086
10.7354,3084
10.7355,3050
10.7355,3082
10.7356,3087
10.7356,3053
10.7357,3090
10.7357,3089
10.7358,3088
10.7358,3084
10.7359,3052
10.7359,3086
10.7360,3080
10.7360,3081
10.7361,3047
10.7361,3083
10.7362,3046
10.7362,3048
10.7363,3051
10.7363,3051
10.7364,3050
10.7365,3083
10.7365,3049
10.7366,3052
10.7366,3090
10.7367,3053
10.7367,3058
10.7368,3090
10.7368,3058
10.7369,3092
10.7369,3090
10.7370,3050
10.7370,3084
10.7371,3050
10.7371,3050
10.7372,3086
10.7372,3051
10.7373,3053
10.7374,3089
10.7374,3088
10.7375,3054
10.7375,3081
10.7376,3082
10.7376,3096
10.7377,3096
10.7377,3082
10.7378,3091
10.7378,3057
10.7379,3088
10.7379,3086
10.7380,3089
10.7380,3052
10.7381,3053
10.7381,3052
10.7382,3053
10.7383,3055
10.7383,3054
10.7384,3054
10.7384,3056
10.7385,3056
10.7385,3090
10.7386,3091
10.7386,3089
10.7387,3092
10.7387,3093
10.7388,3060
10.7388,3052
10.7389,3089
10.7389,3053
10.7390,3051
10.7390,3052
10.7391,3084
10.7391,3085
10.7392,3082
10.7393,3049
10.7393,3051
10.7394,3050
10.7394,3052
10.7395,3057
10.7395,3058
10.7396,3092
10.7396,3081
10.7397,3091
10.7397,3087
10.7398,3052
10.7398,3088
10.7399,3053
10.7399,3055
10.7400,3088
10.7400,3055
10.7401,3057
10.7402,3086
10.7402,3058
10.7403,3091
10.7403,3053
10.7404,3090
10.7404,3056
10.7405,3095
10.7405,3089
10.7406,3059
10.7406,3095
10.7407,3058
10.7407,3054
10.7408,3085
10.7408,3086
10.7409,3085
10.7409,3054
10.7410,3080
10.7411,3083
10.7411,3050
10.7412,3084
10.7412,3049
10.7413,3048
10.7413,3085
10.7414,3051
10.7414,3051
10.7415,2952
10.7415,2961
10.7416,2982
10.7416,2995
10.7417,2998
11.8533,1726
11.8534,2019
11.8534,2229
11.8535,2387
11.8536,2503
11.8536,2661
11.8537,2742
11.8537,2802
11.8538,2839
11.8538,2894
11.8539,2916
11.8540,2945
11.8540,2966
11.8541,2998
11.8541,3010
11.8542,3020
11.8542,3025
11.8543,3027
11.8544,3028
11.8544,3031
11.8545,3018
11.8545,3041
11.8546,3025
11.8546,3029
11.8547,3034
11.8548,3044
11.8548,3031
11.8549,3035
11.8549,3042
11.8550,3041
11.8550,3056
11.8551,3057
11.8552,3079
11.8552,3046
11.8553,3041
11.8553,3054
11.8554,3047
11.8554,3048
11.8555,3048
11.8556,3048
11.8556,3030
11.8557,3033
11.8557,3034
11.8558,3048
11.8558,3049
11.8559,3047
11.8560,3047
11.8560,3053
11.8561,3040
11.8561,3058
11.8562,3045
11.8562,3080
11.8563,3046
11.8564,3044
11.8564,3054
11.8565,3041
11.8565,3053
11.8566,3056
11.8566,3039
11.8567,3040
11.8568,3054
11.8568,3038
11.8569,3039
11.8569,3052
11.8570,3039
11.8570,3057
11.8571,3045
11.8572,3079
11.8572,3080
11.8573,3081
11.8573,3080
11.8574,3055
11.8574,3038
11.8575,3037
11.8576,3034
11.8576,3045
11.8577,3051
11.8577,3051
11.8578,3034
11.8578,3037
11.8579,3050
11.8580,3051
11.8580,3037
11.8581,3040
11.8581,3057
11.8582,3080
11.8582,3086
11.8583,3052
11.8584,3050
11.8584,3058
11.8585,3058
11.8585,3044
11.8586,3038
11.8586,3050
11.8587,3050
11.8588,3051
11.8588,3050
11.8589,3051
11.8589,3050
11.8590,3039
11.8590,3040
11.8591,3058
11.8592,3082
11.8592,3084
11.8593,3089
11.8593,3050
11.8594,3054
11.8594,3051
11.8595,3047
11.8595,3044
11.8596,3046
11.8597,3059
11.8597,3058
11.8598,3042
11.8598,3059
11.8599,3054
11.8599,3054
11.8600,3041
11.8601,3056
11.8601,3042
11.8602,3082
11.8602,3084
11.8603,3086
11.8603,3057
11.8604,3053
11.8605,3084
11.8605,3062
11.8606,3055
11.8606,3039
11.8607,3053
11.8607,3038
11.8608,3053
11.8609,3037
11.8609,3048
11.8610,3036
11.8610,3037
11.8611,3041
11.8611,3044
11.8612,3045
11.8613,3089
11.8613,3083
11.8614,3088
11.8614,3083
11.8615,3049
11.8615,3052
11.8616,3057
11.8617,3053
11.8617,3051
11.8618,3053
11.8618,3039
11.8619,3052
11.8619,3050
11.8620,3050
11.8621,3050
11.8621,3038
11.8622,3042
11.8622,3056
11.8623,3060
11.8623,3083
11.8624,3087
11.8625,3051
11.8625,3080
11.8626,3044
11.8626,3046
11.8627,3056
11.8627,3053
11.8628,3038
11.8629,3041
11.8629,3037
11.8630,3051
11.8630,3049
11.8631,3049
11.8631,3036
11.8632,3040
11.8633,3042
11.8633,3046
11.8634,3083
11.8634,3052
11.8635,3085
11.8635,3086
11.8636,3055
11.8637,3054
11.8637,3036
11.8638,3040
11.8638,3054
11.8639,3042
11.8639,3054
11.8640,3040
11.8641,3038
11.8641,3047
11.8642,3057
11.8642,3058
11.8643,3048
11.8643,3052
11.8644,3091
11.8645,3087
11.8645,3059
11.8646,3091
11.8646,3053
11.8647,3086
11.8647,3046
11.8648,3060
11.8649,3080
11.8649,3057
11.8650,3059
11.8650,3042
11.8651,3059
11.8651,3040
11.8652,3056
11.8653,3046
11.8653,3046
11.8654,3051
11.8654,3091
11.8655,3082
11.8655,3093
11.8656,3057
11.8657,3088
11.8657,3083
11.8658,3060
11.8658,3042
11.8659,3048
11.8659,3081
11.8660,3046
11.8661,3047
11.8661,3048
11.8662,3049
11.8662,3080
11.8663,3080
11.8663,3080
11.8664,3089
11.8665,3055
11.8665,3093
11.8666,3058
11.8666,3058
11.8667,3086
11.8667,3047
11.8668,3060
11.8669,3061
11.8669,3045
11.8670,3082
11.8670,3042
11.8671,3047
11.8671,3082
11.8672,3058
11.8673,3043
11.8673,3083
11.8674,3047
11.8674,3053
11.8675,3058
11.8675,3082
11.8676,3086
11.8677,3082
11.8677,3094
11.8678,3058
11.8678,3086
11.8679,3082
11.8679,3080
11.8680,3047
11.8681,3047
11.8681,3081
11.8682,3051
11.8682,3048
11.8683,3083
11.8683,3082
11.8684,3080
11.8685,3084
11.8685,3084
11.8686,3094
11.8686,3091
11.8687,3056
11.8687,3053
11.8688,3085
11.8689,3050
11.8689,3081
11.8690,3042
11.8690,3048
11.8691,3044
11.8691,3044
11.8692,3043
11.8693,3044
11.8693,3044
11.8694,3057
11.8694,3048
11.8695,3082
11.8695,3085
11.8696,3053
11.8697,3087
11.8697,3089
11.8698,3082
11.8698,3081
11.8699,3060
11.8699,3055
11.8700,3056
11.8701,3053
11.8701,3052
11.8702,3048
11.8702,3050
11.8703,3037
11.8703,3054
11.8704,3040
11.8705,3054
11.8705,3059
11.8706,3048
11.8706,3085
11.8707,3053
11.8707,3089
11.8708,3058
11.8709,3049
11.8709,3048
11.8710,3045
11.8710,3045
11.8711,3081
11.8711,3047
11.8712,3045
11.8713,3046
11.8713,3059
11.8714,3043
11.8714,3060
11.8715,3045
11.8715,3047
11.8716,3052
11.8717,3089
11.8717,3057
11.8718,3090
11.8718,3088
11.8719,3083
11.8719,3079
11.8720,3078
11.8720,3042
11.8721,3058
11.8722,3053
11.8722,3051
11.8723,3039
11.8723,3053
11.8724,3037
11.8724,3053
11.8725,3057
11.8726,3043
11.8726,3047
11.8727,3054
11.8727,3054
11.8728,3055
11.8728,3088
11.8729,3048
11.8730,3086
11.8730,3043
11.8731,3058
11.8731,3060
11.8732,3057
11.8732,3040
11.8733,3042
11.8734,3052
11.8734,3052
11.8735,3056
11.8735,3055
11.8736,3054
11.8736,3079
11.8737,3049
11.8738,3054
11.8738,3090
11.8739,3054
11.8739,3086
11.8740,3084
11.8740,3046
11.8741,3060
11.8742,3058
11.8742,3044
11.8743,3082
11.8743,3046
11.8744,3047
11.8744,3083
11.8745,3050
11.8746,3049
11.8746,3053
11.8747,3058
11.8747,3091
11.8748,3082
11.8748,3079
11.8749,3082
11.8750,3090
11.8750,3088
11.8751,3084
11.8751,3058
11.8752,3046
11.8752,3059
11.8753,3060
11.8754,3056
11.8754,3045
11.8755,3057
11.8755,3058
11.8756,3045
11.8756,3082
11.8757,3050
11.8758,3056
11.8758,3091
11.8759,3081
11.8759,3059
11.8760,3091
11.8760,3092
11.8761,3081
11.8762,3079
11.8762,3042
11.8763,3044
11.8763,3043
11.8764,3057
11.8764,3041
11.8765,3060
11.8766,3057
11.8766,3043
11.8767,3082
11.8767,3079
11.8768,3081
11.8768,3089
11.8769,3054
11.8770,3092
11.8770,3084
11.8771,3049
11.8771,3084
11.8772,3080
11.8772,3044
11.8773,3046
11.8774,3043
11.8774,3046
11.8775,3043
11.8775,3057
11.8776,3081
11.8776,3060
11.8777,3080
11.8778,3082
11.8778,3054
11.8779,3087
11.8779,3057
11.8780,3088
11.8780,3052
11.8781,3086
11.8782,3047
11.8782,3047
11.8783,3046
11.8783,3081
11.8784,3080
11.8784,3046
11.8785,3058
11.8786,3043
11.8786,3056
11.8787,3046
11.8787,3048
11.8788,3050
11.8788,3088
11.8789,3093
11.8790,3080
11.8790,3096
11.8791,3058
11.8791,3094
11.8792,3054
11.8792,3083
11.8793,3084
11.8794,3047
11.8794,3046
11.8795,3048
11.8795,3084
11.8796,3081
11.8796,3048
11.8797,3084
11.8798,3048
11.8798,3051
11.8799,3091
11.8799,3092
11.8800,3059
11.8800,3093
11.8801,3060
11.8802,3055
11.8802,3084
11.8803,3084
11.8803,3053
11.8804,3079
11.8804,3088
11.8805,3081
11.8806,3083
11.8806,3081
11.8807,3048
11.8807,3082
11.8808,3046
11.8808,3053
11.8809,3056
11.8810,3093
11.8810,3060
11.8811,3096
11.8811,3082
11.8812,3058
11.8812,3088
11.8813,3052
11.8814,3084
11.8814,3049
11.8815,3087
11.8815,3048
11.8816,3049
11.8816,3086
11.8817,3081
11.8818,3052
11.8818,3052
11.8819,3053
11.8819,3059
11.8820,3094
11.8820,3080
11.8821,3083
11.8822,3081
11.8822,3059
11.8823,3057
11.8823,3088
11.8824,3084
11.8824,3050
11.8825,3048
11.8826,3047
11.8826,3083
11.8827,3060
11.8827,3054
11.8828,3044
11.8828,3083
11.8829,3045
11.8830,3051
11.8830,3057
11.8831,3058
11.8831,3097
11.8832,3061
11.8832,3091
11.8833,3095
11.8834,3053
11.8834,3085
11.8835,3048
11.8835,3050
11.8836,3086
11.8836,3048
11.8837,3080
11.8838,3080
11.8838,3082
11.8839,3047
11.8839,3082
11.8840,3048
11.8840,3089
11.8841,3090
11.8842,3058
11.8842,3059
11.8843,3093
11.8843,3092
11.8844,3051
11.8844,3081
11.8845,3044
11.8845,3082
11.8846,3047
11.8847,3080
11.8847,3058
11.8848,3082
11.8848,3081
11.8849,3079
11.8849,3047
11.8850,3086
11.8851,3084
11.8851,3086
11.8852,3054
11.8852,3054
11.8853,3088
11.8853,3049
11.8854,3055
11.8855,3084
11.8855,3060
11.8856,3080
11.8856,3048
11.8857,3083
11.8857,3045
11.8858,3047
11.8859,3052
11.8859,3083
11.8860,3083
11.8860,3083
11.8861,3086
11.8861,3089
11.8862,3057
11.8863,3093
11.8863,3096
11.8864,3055
11.8864,3087
11.8865,3048
11.8865,3084
11.8866,3045
11.8867,3082
11.8867,3083
11.8868,3059
11.8868,3081
11.8869,3079
11.8869,3049
11.8870,3083
11.8871,3050
11.8871,3088
11.8872,3082
11.8872,3093
11.8873,3093
11.8873,3094
11.8874,3087
11.8875,3055
11.8875,3083
11.8876,3047
11.8876,3080
11.8877,3047
11.8877,3050
11.8878,3083
11.8879,3084
11.8879,3081
11.8880,3046
11.8880,3048
11.8881,3082
11.8881,3086
11.8882,3052
11.8883,3057
11.8883,3089
11.8884,3057
11.8884,3090
11.8885,3055
11.8885,3060
11.8886,3060
11.8887,3060
11.8887,3047
11.8888,3082
11.8888,3058
11.8889,3056
11.8889,3058
11.8890,3047
11.8891,3081
11.8891,3059
11.8892,3051
11.8892,3056
11.8893,3094
11.8893,3091
11.8894,3058
11.8895,3056
11.8895,3086
11.8896,3084
11.8896,3081
11.8897,3080
11.8897,3047
11.8898,3080
11.8899,3046
11.8899,3058
11.8900,3056
11.8900,3054
11.8901,3041
11.8901,3044
11.8902,3046
11.8903,3086
11.8903,3089
11.8904,3084
11.8904,3089
11.8905,3053
11.8905,3052
11.8906,3046
11.8907,3081
11.8907,3050
11.8908,3042
11.8908,3034
11.8909,3035
11.8909,3047
11.8910,3042
11.8911,3047
11.8911,3047
11.8912,3032
11.8912,3036
11.8913,3055
11.8913,3041
11.8914,3048
11.8915,3047
11.8915,3052
11.8916,3050
11.8916,3058
11.8917,3060
11.8917,3055
11.8918,3045
11.8919,3046
11.8919,3048
11.8920,3048
11.8920,3081
11.8921,3043
11.8921,3046
11.8922,3048
11.8923,3053
11.8923,3050
11.8924,3055
11.8924,3089
11.8925,3095
11.8925,3060
11.8926,3056
11.8927,3088
11.8927,3084
11.8928,3046
11.8928,3048
11.8929,3052
11.8929,3086
11.8930,3082
11.8931,3081
11.8931,3046
11.8932,3081
11.8932,3081
11.8933,3048
11.8933,3088
11.8934,3085
11.8935,3086
11.8935,3051
11.8936,3052
11.8936,3047
11.8937,3059
11.8937,3052
11.8938,3054
11.8939,3038
11.8939,3055
11.8940,3042
11.8940,3054
11.8941,3053
11.8941,3037
11.8942,3038
11.8943,3053
11.8943,3057
11.8944,3046
11.8944,3056
11.8945,3084
11.8945,3050
11.8946,3056
11.8947,3051
11.8947,3080
11.8948,3058
11.8948,3059
11.8949,3060
11.8949,3058
11.8950,3045
11.8951,3045
11.8951,3060
11.8952,3046
11.8952,3080
11.8953,3046
11.8953,3081
11.8954,3082
11.8955,3048
11.8955,3086
11.8956,3054
11.8956,3087
11.8957,3084
11.8957,3084
11.8958,3047
11.8959,3043
11.8959,3058
11.8960,3056
11.8960,3040
11.8961,3037
11.8961,3055
11.8962,3042
11.8963,3043
11.8963,3056
11.8964,3043
11.8964,3047
11.8965,3051
11.8965,3054
11.8966,3088
11.8967,3094
11.8967,3086
11.8968,3046
11.8968,3044
11.8969,3044
11.8969,3044
11.8970,3054
11.8970,3044
11.8971,3046
11.8972,3060
11.8972,3057
11.8973,3046
11.8973,3047
11.8974,3080
11.8974,3082
11.8975,3052
11.8976,3052
11.8976,3058
11.8977,3054
11.8977,3052
11.8978,3053
11.8978,3051
11.8979,3083
11.8980,3057
11.8980,3047
11.8981,3084
11.8981,3046
11.8982,3059
11.8982,3042
11.8983,3059
11.8984,3043
11.8984,3080
11.8985,3060
11.8985,3048
11.8986,3082
11.8986,3087
11.8987,3085
11.8988,3084
11.8988,3047
11.8989,3082
11.8989,3057
11.8990,3046
11.8990,3047
11.8991,3081
11.8992,3043
11.8992,3044
11.8993,3082
11.8993,3046
11.8994,3081
11.8994,3046
11.8995,3081
11.8996,3047
11.8996,3049
11.8997,3085
11.8997,3053
11.8998,3090
11.8998,3052
11.8999,3080
11.9000,3042
11.9000,3043
11.9001,3035
11.9001,3054
11.9002,3050
11.9002,3050
11.9003,3036
11.9004,3037
11.9004,3050
11.9005,3039
11.9005,3044
11.9006,3058
11.9006,3086
11.9007,3053
11.9008,3057
11.9008,3056
11.9009,3085
11.9009,3047
11.9010,3082
11.9010,3046
11.9011,3048
11.9012,3045
11.9012,3079
11.9013,3044
11.9013,3058
11.9014,3058
11.9014,3042
11.9015,3044
11.9016,3059
11.9016,3048
11.9017,3050
11.9017,3086
11.9018,3053
11.9018,3056
11.9019,3051
11.9020,3083
11.9020,3047
11.9021,3060
11.9021,3080
11.9022,3048
11.9022,3059
11.9023,3047
11.9024,3046
11.9024,3046
11.9025,3059
11.9025,3084
11.9026,3081
11.9026,3049
11.9027,3085
11.9028,3082
11.9028,3087
11.9029,3087
11.9029,3024
11.9030,3139
11.9030,3139
11.9031,3125
11.9032,3100
11.9032,3111
11.9033,3025
13.1169,1730
13.1169,2009
13.1170,2254
13.1170,2409
13.1171,2537
13.1171,2661
13.1172,2750
13.1173,2813
13.1173,2846
13.1174,2883
13.1174,2927
13.1175,2952
13.1175,2970
13.1176,2985
13.1176,2994
13.1177,2994
13.1177,3020
13.1178,3032
13.1178,3022
13.1179,3044
13.1179,3046
13.1180,3032
13.1181,3047
13.1181,3046
13.1182,3028
13.1182,3034
13.1183,3035
13.1183,3037
13.1184,3044
13.1184,3037
13.1185,3041
13.1185,3040
13.1186,3056
13.1186,3058
13.1187,3047
13.1187,3083
13.1188,3050
13.1189,3085
13.1189,3053
13.1190,3052
13.1190,3049
13.1191,3057
13.1191,3059
13.1192,3059
